axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
3,0.6370,241,353,65.8,6.1,8.8
4,0.7155,492,469,98.5,10.6,12.5
5,0.6988,585,613,277.6,10.0,13.6
9,0.6773,373,440,506.2,4.5,10.9
10,0.7312,208,181,545.6,6.1,8.1
11,0.7332,695,598,585.6,14.1,14.9
13,0.7150,274,262,791.2,7.3,9.3
14,0.6996,254,265,856.8,8.1,9.0
17,0.5965,227,411,1040.5,6.9,8.5
24,0.6966,475,504,689.9,13.5,12.3
28,0.6797,730,850,640.0,17.9,15.2
29,0.6121,692,1155,1102.0,26.0,14.8
35,0.6303,373,566,900.2,21.0,10.9
37,0.7219,1071,984,822.8,26.8,18.5
39,0.6103,330,556,1194.4,22.3,10.2
45,0.7075,410,409,235.1,29.8,11.4
47,0.7400,483,399,383.7,34.9,12.4
48,0.7349,868,739,441.1,37.2,16.6
49,0.7032,224,229,12.2,29.6,8.4
52,0.6802,756,878,546.5,39.0,15.5
53,0.6657,479,602,736.4,32.0,12.3
54,0.7855,340,211,481.2,32.9,10.4
56,0.6521,202,273,930.8,32.9,8.0
57,0.6589,438,571,1256.5,38.2,11.8
60,0.6938,673,725,191.0,40.3,14.6
64,0.7360,870,736,60.8,42.9,16.6
66,0.6670,222,277,673.3,38.5,8.4
67,0.6282,365,560,1217.8,42.0,10.8
81,0.6172,477,775,1024.0,53.8,12.3
84,0.6246,719,1124,1149.8,60.2,15.1
90,0.7572,215,160,904.2,53.9,8.3
92,0.7642,431,307,864.5,58.7,11.7
96,0.6164,261,426,90.8,58.4,9.1
98,0.5552,291,653,949.7,58.8,9.6
101,0.5991,365,652,1104.1,66.2,10.8
103,0.7255,440,396,730.5,65.7,11.8
105,0.6258,291,452,511.1,63.9,9.6
111,0.6472,591,820,1195.3,72.8,13.7
112,0.7321,699,605,343.3,69.8,14.9
115,0.6753,699,834,822.6,73.3,14.9
117,0.7784,269,175,246.5,70.1,9.3
121,0.7302,955,836,463.4,82.1,17.4
128,0.6754,255,304,554.5,74.5,9.0
129,0.6533,318,427,212.6,77.5,10.1
130,0.6382,211,307,620.5,75.0,8.2
133,0.6429,346,491,66.9,81.5,10.5
136,0.7421,1296,1057,703.3,92.3,20.3
137,0.8288,522,238,14.4,83.8,12.9
138,0.6185,492,794,389.6,86.0,12.5
139,0.7042,245,249,423.7,82.6,8.8
143,0.6830,216,247,37.5,83.9,8.3
144,0.7397,639,529,155.6,92.1,14.3
146,0.6395,256,370,1045.0,90.1,9.0
149,0.6143,689,1137,889.6,93.2,14.8
153,0.6215,501,796,756.6,97.5,12.6
155,0.6190,400,644,318.6,101.3,11.3
157,0.6194,244,392,239.8,97.1,8.8
164,0.6649,668,843,595.4,116.1,14.6
171,0.7061,1337,1345,1120.8,117.2,20.6
172,0.7087,552,547,1269.1,110.0,13.3
175,0.7078,250,249,89.4,105.3,8.9
178,0.6596,218,283,1238.5,107.0,8.3
190,0.5892,301,566,218.1,116.1,9.8
195,0.6914,564,616,21.4,125.7,13.4
196,0.6079,248,423,122.4,117.8,8.9
198,0.7097,276,272,1210.8,117.9,9.4
203,0.7095,297,293,774.6,120.0,9.7
216,0.6871,847,947,69.4,141.4,16.4
217,0.5688,330,690,860.0,133.1,10.2
221,0.6879,301,335,489.6,136.8,9.8
222,0.6832,218,249,629.3,132.5,8.3
226,0.7249,381,344,436.6,139.2,11.0
227,0.8045,1086,592,700.4,142.2,18.6
228,0.6470,314,436,967.0,134.0,10.0
229,0.6574,749,984,346.4,151.8,15.4
230,0.6650,237,299,918.3,136.8,8.7
233,0.7352,247,210,109.1,139.5,8.9
234,0.6325,808,1212,180.3,147.9,16.0
236,0.7390,432,359,409.8,150.1,11.7
238,0.7263,240,215,794.5,142.2,8.7
245,0.6163,218,356,225.3,146.0,8.3
248,0.6325,254,381,999.0,146.1,9.0
250,0.7373,243,204,1179.7,148.7,8.8
251,0.6171,329,535,1265.2,153.3,10.2
252,0.7487,361,283,1234.9,152.0,10.7
259,0.7679,204,142,616.0,153.7,8.1
261,0.6338,535,797,970.1,164.7,13.0
262,0.7484,261,205,506.3,157.1,9.1
266,0.6943,255,274,280.1,161.9,9.0
269,0.5597,411,901,821.5,166.7,11.4
274,0.6481,260,359,854.9,163.3,9.1
279,0.5909,440,820,30.7,169.6,11.8
290,0.6615,207,266,667.1,174.0,8.1
294,0.7434,273,221,601.6,174.5,9.3
295,0.5871,293,557,760.2,175.6,9.7
299,0.6926,412,447,101.7,180.6,11.5
303,0.7529,572,437,1229.2,184.3,13.5
304,0.6585,425,555,395.9,184.2,11.6
307,0.7209,408,377,516.8,182.9,11.4
308,0.6711,236,288,899.1,182.2,8.7
311,0.7608,393,286,624.6,186.1,11.2
312,0.6794,955,1114,1126.1,192.4,17.4
315,0.6838,209,238,486.9,180.1,8.2
318,0.6336,267,398,64.9,189.7,9.2
321,0.6595,214,278,576.6,189.3,8.3
324,0.7830,1594,1006,177.8,209.7,22.5
327,0.6761,213,253,928.8,190.0,8.2
328,0.6626,227,290,648.9,193.5,8.5
329,0.6668,341,426,1027.1,196.5,10.4
333,0.6769,768,908,301.5,208.0,15.6
337,0.7352,247,210,341.0,198.0,8.9
339,0.6435,480,679,125.7,206.2,12.4
340,0.6424,435,619,683.8,202.7,11.8
341,0.6865,328,368,793.3,203.4,10.2
347,0.7255,210,189,1196.5,204.3,8.2
350,0.6385,296,430,990.6,208.3,9.7
353,0.5383,237,581,471.2,206.9,8.7
354,0.7627,210,151,726.8,206.8,8.2
356,0.6585,232,303,1060.9,208.8,8.6
362,0.6823,479,550,763.9,220.4,12.3
371,0.6956,299,319,550.4,215.1,9.8
372,0.5657,337,716,822.6,220.5,10.4
373,0.6902,483,531,55.6,225.9,12.4
374,0.7083,765,760,389.5,234.2,15.6
376,0.7052,903,913,1008.9,233.5,17.0
380,0.6849,599,678,1268.3,236.5,13.8
381,0.6654,286,360,265.9,229.9,9.5
385,0.7064,757,760,344.6,235.1,15.5
390,0.6557,279,370,1162.4,231.4,9.4
391,0.6630,353,450,21.3,229.2,10.6
395,0.6582,224,293,1184.6,229.8,8.4
397,0.6266,296,458,891.0,241.3,9.7
403,0.7160,1134,1078,1213.1,247.9,19.0
404,0.5373,209,515,473.3,232.5,8.2
407,0.6890,665,736,675.7,239.5,14.5
409,0.6607,289,373,870.4,240.7,9.6
410,0.6049,240,416,911.4,237.4,8.7
411,0.7250,667,602,1124.1,244.5,14.6
413,0.6225,355,561,125.7,243.5,10.6
414,0.6618,321,412,552.0,242.6,10.1
415,0.6226,231,365,95.9,244.0,8.6
417,0.7864,389,240,590.8,246.1,11.1
421,0.7244,223,202,238.5,248.3,8.4
424,0.6251,254,396,948.3,249.9,9.0
425,0.6517,203,275,147.3,255.8,8.0
426,0.7121,676,657,432.9,262.2,14.7
427,0.7116,521,508,291.2,256.1,12.9
428,0.6569,463,610,810.2,258.3,12.1
429,0.7613,262,190,1054.9,254.9,9.1
430,0.6979,300,316,970.3,259.8,9.8
432,0.7028,205,210,61.5,257.0,8.1
435,0.7256,1152,1036,706.5,280.3,19.1
437,0.5905,242,452,775.0,262.8,8.8
441,0.7048,1046,1060,646.0,276.0,18.2
442,0.7019,234,241,511.5,260.5,8.6
445,0.7908,247,148,581.8,266.7,8.9
447,0.6886,662,734,913.8,275.1,14.5
449,0.5969,408,737,741.6,274.9,11.4
450,0.6782,408,479,1033.2,271.7,11.4
453,0.6738,262,315,1084.4,269.4,9.1
456,0.7215,254,234,329.0,270.4,9.0
457,0.6725,743,900,16.6,282.1,15.4
459,0.7605,1380,1006,95.5,286.7,21.0
460,0.6871,305,341,557.4,275.8,9.9
466,0.7260,263,236,1062.0,280.7,9.1
467,0.7221,659,605,1152.9,288.4,14.5
468,0.6940,262,282,369.8,279.4,9.1
469,0.6830,209,239,987.3,280.2,8.2
470,0.6952,535,572,1268.3,287.6,13.0
472,0.6720,247,300,609.7,281.0,8.9
473,0.6341,300,446,1114.9,283.0,9.8
474,0.6382,301,438,143.5,282.6,9.8
484,0.6087,229,389,1012.3,292.3,8.5
490,0.6013,491,867,1222.2,298.2,12.5
498,0.7526,226,173,524.4,297.2,8.5
499,0.8025,1228,679,242.6,313.7,19.8
500,0.6763,794,942,869.2,307.5,15.9
502,0.6737,251,302,454.0,301.0,8.9
503,0.7470,202,160,986.3,299.6,8.0
504,0.7215,1013,933,199.9,318.3,18.0
506,0.8453,1209,483,509.2,316.0,19.6
510,0.7750,215,143,618.3,304.8,8.3
511,0.6124,345,575,829.8,308.6,10.5
514,0.6551,497,661,1042.8,317.4,12.6
516,0.6682,259,321,413.4,309.3,9.1
521,0.5590,255,561,345.7,311.9,9.0
525,0.6271,243,375,742.4,313.7,8.8
527,0.7431,587,476,959.1,320.4,13.7
533,0.6804,818,949,1077.7,325.5,16.1
537,0.6370,334,489,479.4,329.6,10.3
538,0.6920,466,507,896.8,325.4,12.2
540,0.6452,502,704,584.8,325.0,12.6
542,0.6674,653,813,667.5,330.1,14.4
545,0.6573,343,451,1115.8,329.0,10.4
548,0.7204,218,202,719.8,327.8,8.3
549,0.5578,276,611,36.6,328.2,9.4
551,0.5985,226,405,375.5,329.9,8.5
557,0.6572,308,405,89.4,336.1,9.9
558,0.7202,830,770,320.7,343.3,16.3
559,0.6954,221,236,746.7,335.9,8.4
562,0.6625,740,946,1218.8,343.4,15.3
563,0.7458,297,237,1268.7,341.2,9.7
568,0.7004,414,430,272.7,349.5,11.5
569,0.6707,606,741,989.2,348.7,13.9
571,0.6455,1015,1421,923.2,355.1,18.0
572,0.6485,953,1313,773.3,358.9,17.4
574,0.6324,717,1076,404.3,356.6,15.1
575,0.6300,231,351,1150.3,349.9,8.6
579,0.5714,319,658,58.3,354.3,10.1
580,0.7334,1143,982,629.4,362.3,19.1
581,0.7159,451,429,725.6,351.0,12.0
582,0.6830,327,374,246.4,361.2,10.2
585,0.6612,348,448,865.7,361.3,10.5
588,0.6597,477,619,190.5,359.8,12.3
589,0.6539,428,573,1181.3,362.1,11.7
591,0.6583,1257,1644,553.0,371.5,20.0
594,0.6525,1020,1376,1091.4,372.6,18.0
597,0.7528,531,406,1269.0,377.9,13.0
600,0.6087,329,559,362.0,371.0,10.2
607,0.6537,359,481,30.9,382.3,10.7
612,0.6778,622,732,702.3,386.0,14.1
615,0.6299,630,958,293.1,389.0,14.2
616,0.6859,421,474,481.3,390.7,11.6
618,0.6017,286,504,1123.8,392.7,9.5
619,0.7794,226,146,171.1,390.1,8.5
620,0.7055,865,873,968.7,396.1,16.6
621,0.6180,257,416,1210.4,386.8,9.0
623,0.7726,625,422,57.8,396.1,14.1
624,0.7385,1064,887,229.5,400.3,18.4
626,0.6745,732,877,829.0,396.2,15.3
629,0.6879,787,876,1052.7,404.2,15.8
630,0.6924,256,278,190.1,396.9,9.0
632,0.6031,351,614,1183.3,397.3,10.6
633,0.7341,201,172,598.3,394.4,8.0
636,0.5824,251,489,336.0,397.2,8.9
639,0.5308,273,696,646.1,398.9,9.3
651,0.5823,312,608,1158.8,412.5,10.0
654,0.6960,687,731,454.4,419.0,14.8
656,0.6313,218,329,1013.3,411.5,8.3
661,0.7387,215,179,677.9,411.0,8.3
664,0.7003,513,533,143.4,420.6,12.8
666,0.7663,865,608,343.2,425.1,16.6
667,0.6998,474,494,554.9,418.4,12.3
671,0.6609,715,922,1258.4,428.6,15.1
673,0.6575,425,558,1114.8,422.7,11.6
676,0.6499,242,331,912.3,423.2,8.8
677,0.6840,298,339,398.8,423.4,9.7
678,0.6777,621,731,1211.6,429.6,14.1
684,0.6869,234,262,203.1,428.7,8.6
685,0.5901,218,408,949.8,429.5,8.3
688,0.6657,623,783,762.6,442.1,14.1
690,0.6398,219,316,1145.4,432.3,8.3
691,0.6108,291,489,811.1,434.8,9.6
693,0.7801,272,175,295.9,434.0,9.3
695,0.6878,491,547,637.3,440.0,12.5
699,0.7622,897,647,527.7,449.8,16.9
703,0.7074,1032,1030,257.9,453.1,18.1
705,0.7704,222,152,358.8,446.4,8.4
706,0.7180,331,311,579.4,450.2,10.3
