axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
1,0.7953,2145,1246,22.3,23.7,26.1
2,0.7433,2294,1858,542.7,20.8,27.0
3,0.6267,577,892,829.5,16.2,13.6
4,0.7057,1459,1471,893.4,11.7,21.6
5,0.6044,856,1487,981.6,7.9,16.5
6,0.6141,327,540,1142.8,8.5,10.2
7,0.7080,785,781,1225.9,11.7,15.8
8,0.6389,1240,1798,185.3,16.3,19.9
9,0.6623,1932,2473,251.3,34.0,24.8
10,0.5890,382,719,783.7,7.7,11.0
11,0.6324,2671,4007,457.5,40.8,29.2
12,0.4967,361,1102,1060.3,20.1,10.7
16,0.7183,4800,4504,333.0,68.3,39.1
18,0.5288,283,729,93.6,30.7,9.5
19,0.6697,3883,4776,671.2,63.3,35.2
20,0.5600,758,1659,748.1,41.5,15.5
21,0.5185,203,552,1117.0,36.7,8.0
23,0.5604,337,736,944.2,55.2,10.4
24,0.5467,495,1161,1145.6,56.3,12.6
27,0.6022,285,501,1273.9,57.3,9.5
28,0.5465,624,1465,1071.9,69.3,14.1
29,0.6278,629,967,903.4,65.7,14.1
30,0.6233,1724,2713,592.2,82.5,23.4
31,0.5986,1205,2158,135.7,76.2,19.6
32,0.5833,392,760,994.4,67.5,11.2
33,0.6344,1699,2522,81.1,93.0,23.3
36,0.5821,246,480,1177.4,70.9,8.8
39,0.7909,8769,5249,811.6,128.0,52.8
43,0.6529,1427,1921,17.2,101.5,21.3
44,0.5774,343,686,919.9,96.6,10.4
45,0.5210,364,977,1029.1,93.7,10.8
46,0.6381,697,1015,967.7,107.1,14.9
48,0.5348,260,649,724.9,97.2,9.1
49,0.6260,397,616,1255.6,100.5,11.2
50,0.6058,793,1368,227.6,111.8,15.9
51,0.6610,1420,1830,274.0,113.7,21.3
53,0.6832,1407,1607,504.3,120.0,21.2
54,0.5512,305,699,1182.6,105.7,9.9
55,0.6326,1947,2919,1125.2,127.6,24.9
57,0.6274,753,1160,889.2,129.3,15.5
58,0.6230,1198,1889,168.3,128.9,19.5
60,0.5027,283,837,435.2,121.4,9.5
61,0.5397,355,864,1009.1,125.5,10.6
63,0.6583,825,1079,1214.1,138.4,16.2
64,0.6709,1636,1999,711.6,148.7,22.8
68,0.5213,287,769,559.8,151.7,9.6
69,0.5159,293,808,1264.0,149.8,9.7
70,0.5328,614,1549,122.2,162.8,14.0
71,0.6143,708,1168,607.3,158.8,15.0
75,0.6398,2281,3291,323.8,179.7,26.9
77,0.5442,395,939,991.3,161.4,11.2
79,0.4690,370,1312,49.1,174.2,10.9
82,0.6791,2126,2484,251.7,187.9,26.0
84,0.6477,2366,3273,445.3,189.4,27.4
90,0.5622,287,621,964.0,183.6,9.6
91,0.5526,401,912,878.1,186.6,11.3
94,0.5687,687,1437,725.6,199.2,14.8
95,0.6870,2620,2931,624.7,227.2,28.9
96,0.6523,1914,2584,925.6,213.3,24.7
97,0.6741,1409,1692,1106.4,204.7,21.2
99,0.6369,1748,2561,96.5,217.8,23.6
101,0.5688,406,849,1241.5,196.9,11.4
102,0.6624,1065,1362,677.4,210.3,18.4
103,0.6029,659,1154,1043.1,207.8,14.5
104,0.6838,418,476,980.9,209.7,11.5
105,0.6040,502,874,849.1,214.7,12.6
106,0.5383,335,821,35.0,212.1,10.3
107,0.5450,311,736,1157.4,210.5,9.9
108,0.6876,3123,3483,787.9,238.0,31.5
109,0.5446,304,721,397.0,230.0,9.8
110,0.6462,1568,2187,192.4,245.2,22.3
111,0.6214,2134,3392,548.1,253.8,26.1
112,0.7509,1634,1264,1230.0,246.9,22.8
114,0.5824,715,1393,1188.9,248.8,15.1
115,0.5917,1568,2911,298.4,248.2,22.3
118,0.5219,325,868,60.1,249.8,10.2
120,0.5294,343,881,243.3,249.3,10.4
121,0.6550,254,338,445.8,250.4,9.0
123,0.5991,1066,1904,873.3,266.0,18.4
124,0.6525,1224,1651,964.0,257.6,19.7
126,0.6299,338,514,6.3,260.8,10.4
127,0.5616,1117,2424,1034.3,266.2,18.9
128,0.5502,274,631,1266.4,254.9,9.3
129,0.6823,2569,2949,707.4,276.0,28.6
130,0.7301,3857,3378,1129.2,286.2,35.0
131,0.5815,234,458,491.7,262.1,8.6
133,0.5560,459,1026,111.5,278.4,12.1
136,0.5761,1111,2236,157.5,301.7,18.8
137,0.6715,1253,1526,447.2,300.8,20.0
139,0.6284,982,1505,987.4,304.9,17.7
141,0.6068,826,1417,504.4,309.4,16.2
143,0.6875,2682,2993,778.7,321.2,29.2
144,0.6302,1397,2121,1200.3,318.6,21.1
145,0.5576,217,481,262.6,307.7,8.3
146,0.5550,394,885,67.1,311.2,11.2
147,0.6659,1407,1766,303.3,322.3,21.2
148,0.6473,2140,2968,637.4,336.3,26.1
150,0.5215,260,696,32.6,317.7,9.1
151,0.7361,4484,3792,925.2,355.2,37.8
152,0.6530,1485,1998,849.0,328.7,21.7
153,0.5622,616,1333,1252.9,330.2,14.0
154,0.5881,643,1216,223.0,330.8,14.3
155,0.7356,1908,1618,1093.6,339.9,24.6
158,0.5615,478,1038,562.4,334.8,12.3
159,0.5512,453,1038,1020.8,339.3,12.0
160,0.6048,462,801,467.8,347.5,12.1
162,0.4792,211,708,1152.0,343.7,8.2
163,0.5990,1541,2754,133.9,371.4,22.1
164,0.7332,2380,2047,53.6,376.4,27.5
166,0.7411,5790,4752,710.3,393.2,42.9
167,0.5648,402,858,434.2,360.2,11.3
169,0.7796,5922,3822,266.1,397.8,43.4
171,0.4922,219,685,813.3,364.5,8.3
174,0.5597,203,445,1134.0,370.5,8.0
175,0.6909,1001,1096,1265.3,385.5,17.9
178,0.6564,1068,1411,1170.5,388.4,18.4
180,0.5498,364,840,1020.5,387.3,10.8
182,0.7487,4451,3489,1084.4,421.1,37.6
183,0.5982,2502,4490,853.1,426.5,28.2
185,0.6076,326,557,586.5,405.2,10.2
186,0.5752,985,1992,202.0,426.9,17.7
187,0.6277,463,712,1212.0,418.5,12.1
188,0.6227,922,1456,32.6,431.3,17.1
189,0.6563,1341,1772,926.7,437.6,20.7
190,0.5972,1125,2029,139.7,437.8,18.9
192,0.6364,1245,1829,559.5,448.4,19.9
193,0.7002,4106,4270,989.6,467.0,36.2
194,0.7080,2141,2130,1148.2,452.4,26.1
195,0.5664,1276,2702,90.1,462.7,20.2
196,0.6017,1256,2213,618.1,445.7,20.0
197,0.6704,1631,1998,1259.6,450.0,22.8
198,0.5269,634,1650,432.0,445.6,14.2
201,0.6867,4218,4728,497.1,489.0,36.6
202,0.4681,337,1201,789.9,456.9,10.4
203,0.6466,281,391,654.9,455.0,9.5
206,0.4951,201,619,1195.6,458.4,8.0
207,0.4965,246,752,302.8,469.0,8.8
208,0.6848,3365,3811,724.3,500.0,32.7
209,0.6327,924,1384,180.5,488.3,17.1
210,0.6676,2759,3432,361.0,500.4,29.6
211,0.6363,1136,1670,247.0,487.9,19.0
212,0.4812,235,780,20.1,483.3,8.6
213,0.6315,780,1176,659.5,488.2,15.8
215,0.6933,1480,1599,1079.0,495.7,21.7
216,0.5007,265,792,1213.5,485.7,9.2
217,0.5295,360,924,53.6,497.1,10.7
218,0.5780,303,604,554.5,494.7,9.8
219,0.7000,4195,4366,899.8,535.5,36.5
220,0.6310,3767,5693,813.2,546.7,34.6
221,0.6708,1249,1527,598.4,516.5,19.9
223,0.5336,639,1605,426.9,516.7,14.3
224,0.5757,689,1390,149.0,525.0,14.8
228,0.6852,1007,1138,9.0,538.5,17.9
229,0.5433,457,1091,286.5,524.7,12.1
230,0.5792,321,636,639.5,522.9,10.1
231,0.6095,500,846,552.7,530.7,12.6
232,0.7297,5532,4857,1194.8,557.3,42.0
233,0.6911,3011,3293,84.0,555.2,31.0
234,0.6274,1110,1710,1055.5,542.3,18.8
235,0.6237,657,1032,240.4,553.7,14.5
236,0.5625,348,752,673.6,544.9,10.5
238,0.5401,266,646,190.4,547.9,9.2
239,0.6516,1870,2534,986.8,559.8,24.4
240,0.6551,1202,1599,393.1,569.3,19.6
242,0.6106,1972,3317,340.1,588.0,25.1
246,0.5685,487,1020,527.0,577.5,12.5
247,0.5959,886,1609,647.3,581.6,16.8
248,0.4256,234,1058,926.6,580.5,8.6
249,0.5108,864,2448,567.9,592.2,16.6
250,0.6618,859,1102,1070.4,589.2,16.5
251,0.7200,3754,3488,712.4,610.3,34.6
252,0.6169,1345,2189,482.2,610.8,20.7
253,0.6406,2767,3975,136.8,630.1,29.7
254,0.5602,607,1327,198.2,616.8,13.9
255,0.6355,994,1467,1254.2,613.2,17.8
256,0.7487,4411,3458,33.5,645.3,37.5
257,0.5980,878,1577,433.8,625.9,16.7
259,0.5318,427,1083,237.2,617.6,11.7
260,0.5610,446,971,947.7,618.0,11.9
261,0.5162,222,611,1033.3,614.5,8.4
262,0.7411,4687,3846,881.7,652.2,38.6
263,0.5854,528,1013,1094.5,636.3,13.0
265,0.5974,1820,3279,296.7,654.0,24.1
266,0.6917,2130,2322,1164.9,657.7,26.0
267,0.6849,5038,5701,521.4,687.3,40.0
268,0.5402,632,1534,789.4,658.1,14.2
269,0.7260,3015,2705,1029.9,679.6,31.0
271,0.6462,1478,2061,957.9,672.9,21.7
273,0.5913,1622,3017,621.1,680.3,22.7
275,0.5430,289,691,244.7,673.2,9.6
277,0.5890,2221,4182,415.3,709.5,26.6
281,0.5927,908,1677,94.9,693.8,17.0
282,0.6314,3337,5034,717.7,718.5,32.6
283,0.6968,3474,3682,1209.2,722.5,33.3
285,0.6485,328,452,791.9,710.7,10.2
286,0.6345,616,914,1076.2,714.8,14.0
287,0.6506,1037,1413,1124.3,724.5,18.2
288,0.6050,1042,1805,300.5,730.7,18.2
289,0.6622,1935,2478,921.8,736.0,24.8
290,0.4696,221,781,575.3,725.1,8.4
292,0.5233,532,1411,54.4,736.1,13.0
293,0.6265,1265,1958,242.8,744.4,20.1
