axon_id,g_ratio,axon_area_px,myelin_area_px,cx,cy,equiv_radius_px
1,0.5746,205,416,22.7,5.4,8.1
2,0.7140,2879,2768,100.4,27.1,30.3
3,0.6704,1806,2212,196.3,19.5,24.0
4,0.6926,295,320,254.7,7.1,9.7
7,0.6240,799,1253,456.0,6.8,15.9
10,0.7909,4548,2722,957.6,32.3,38.0
12,0.6193,1116,1794,1101.6,29.0,18.8
14,0.6341,1305,1941,373.1,32.4,20.4
15,0.6682,242,300,520.4,14.6,8.8
16,0.6081,466,794,582.1,21.3,12.2
17,0.6186,990,1597,839.6,24.9,17.8
18,0.6909,3618,3961,666.3,47.6,33.9
22,0.4829,229,753,723.5,29.8,8.5
26,0.6460,631,881,788.7,39.0,14.2
27,0.6073,395,676,541.2,41.6,11.2
28,0.6488,269,370,424.7,45.6,9.3
29,0.6667,1662,2077,16.4,66.5,23.0
30,0.5776,452,903,1030.8,55.0,12.0
34,0.8456,7312,2913,312.4,95.2,48.2
35,0.6050,702,1216,465.2,57.8,14.9
37,0.5968,488,882,600.1,72.4,12.5
38,0.6440,370,522,771.6,66.4,10.9
42,0.6463,594,828,142.6,79.3,13.8
43,0.6660,216,271,411.0,73.2,8.3
44,0.6710,2856,3487,869.8,101.8,30.2
45,0.6005,979,1736,229.1,89.6,17.7
46,0.7254,2736,2464,553.2,100.5,29.5
47,0.6300,229,348,433.0,82.8,8.5
49,0.7012,1503,1554,1070.9,106.2,21.9
51,0.6405,233,335,397.0,91.4,8.6
52,0.5839,283,547,997.3,95.6,9.5
53,0.6647,1190,1503,1135.8,106.6,19.5
54,0.6897,1118,1232,464.5,106.7,18.9
57,0.7369,4140,3483,758.5,142.1,36.3
58,0.7055,3147,3175,81.4,131.8,31.6
60,0.5330,494,1245,812.6,116.4,12.5
62,0.6088,620,1053,689.4,119.3,14.0
64,0.5737,344,701,929.6,128.2,10.5
65,0.6755,2383,2840,1027.0,148.7,27.5
67,0.7041,3984,4052,613.3,174.5,35.6
72,0.5696,547,1139,509.0,150.4,13.2
73,0.6409,741,1063,395.2,155.7,15.4
74,0.6919,685,746,250.2,150.1,14.8
76,0.5740,452,920,360.2,165.1,12.0
77,0.5206,403,1084,667.3,163.0,11.3
80,0.5859,1892,3620,454.5,178.7,24.5
82,0.5933,320,589,559.0,165.1,10.1
84,0.6188,399,643,35.0,170.8,11.3
88,0.5945,1896,3468,914.0,190.1,24.6
90,0.7005,2257,2342,1117.7,197.5,26.8
92,0.6276,848,1305,214.7,193.3,16.4
93,0.6950,882,944,114.9,193.5,16.8
95,0.6445,221,311,811.7,193.4,8.4
98,0.5942,680,1246,65.7,203.3,14.7
99,0.5975,507,913,334.5,200.1,12.7
100,0.6917,310,338,167.3,201.3,9.9
101,0.5607,579,1263,846.3,204.1,13.6
103,0.6993,1841,1924,519.3,226.5,24.2
104,0.7560,3004,2252,685.1,227.9,30.9
107,0.5938,733,1346,11.9,237.2,15.3
108,0.6821,1944,2234,1017.2,232.4,24.9
111,0.6431,998,1415,277.1,232.0,17.8
114,0.5366,224,554,753.3,226.9,8.4
118,0.6120,1232,2057,394.1,241.7,19.8
122,0.5685,203,425,579.3,233.0,8.0
123,0.6418,521,744,37.5,243.8,12.9
125,0.6266,384,594,210.4,240.5,11.1
126,0.6538,1310,1755,78.3,261.0,20.4
129,0.6080,1802,3073,795.5,268.3,23.9
130,0.6031,1281,2241,941.8,260.4,20.2
131,0.6587,1350,1761,141.4,266.8,20.7
132,0.6726,204,247,240.8,251.0,8.1
136,0.6243,267,418,576.0,258.0,9.2
137,0.6743,2642,3169,484.9,290.8,29.0
138,0.5972,428,772,659.4,271.8,11.7
139,0.5886,221,417,264.7,270.6,8.4
140,0.6169,204,332,606.6,271.8,8.1
142,0.6701,242,297,298.0,275.1,8.8
147,0.6657,2236,2809,213.9,302.8,26.7
148,0.4787,385,1295,1147.0,287.3,11.1
149,0.6297,203,309,1008.7,285.0,8.0
150,0.5533,214,485,40.1,285.7,8.3
153,0.6404,2428,3492,714.3,310.1,27.8
